enhet_kode,maned,dimensjon,maling,antall_avvik,antall_rader,andel_avvik_pst
ORT,2025-01-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,105,1063,9.88
TSB,2025-08-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,329,1038,31.7
MED,2022-03-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,98,1037,9.45
KIR,2025-09-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,277,1057,26.21
REH,2023-11-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,144,1030,13.98
DPS,2022-05-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,113,1060,10.66
REH,2025-08-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,263,1090,24.13
ONK,2022-06-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,30,1048,2.86
REH,2023-08-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,145,1063,13.64
TSB,2024-12-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,452,1881,24.03
REH,2024-12-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,261,1903,13.72
REH,2025-05-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,161,1029,15.65
MED,2022-06-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,94,1046,8.99
TSB,2025-03-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,274,1063,25.78
ORT,2022-10-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,107,1070,10.0
ORT,2025-11-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,773,1061,72.86
ORT,2024-08-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,96,1036,9.27
TSB,2025-05-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,252,1063,23.71
ORT,2023-04-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,74,1010,7.33
ORT,2024-05-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,84,987,8.51
TSB,2023-08-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,230,1037,22.18
MED,2024-06-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,100,1053,9.5
ORT,2024-07-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,95,1076,8.83
ONK,2024-06-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,17,985,1.73
BUP,2024-04-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,221,1042,21.21
ONK,2022-03-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,24,1091,2.2
MED,2023-02-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,88,970,9.07
MED,2023-07-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,105,1078,9.74
ORT,2023-12-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,151,1870,8.07
BUP,2022-01-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,233,1085,21.47
ONK,2024-11-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,27,1025,2.63
KIR,2022-05-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,66,1052,6.27
TSB,2024-10-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,237,1032,22.97
ONK,2023-07-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,15,1037,1.45
BUP,2025-01-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,218,1120,19.46
MED,2024-11-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,114,1066,10.69
BUP,2022-10-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,205,1047,19.58
ONK,2022-09-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,21,1011,2.08
MED,2022-09-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,88,1035,8.5
BUP,2024-05-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,235,1083,21.7
ORT,2024-04-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,86,1026,8.38
ONK,2023-02-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,12,927,1.29
MED,2024-02-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,96,1051,9.13
BUP,2023-04-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,209,1025,20.39
BUP,2024-08-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,212,1038,20.42
DPS,2025-09-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,291,1007,28.9
REH,2024-10-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,143,1037,13.79
BUP,2025-11-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,800,1070,74.77
BUP,2024-07-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,238,1069,22.26
ONK,2024-02-01 00:00:00,Kompletthet,Ventetid slutt ikke registrert,24,993,2.42
BUP,2023-06-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1054,0.0
BUP,2025-04-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,975,0.0
DPS,2023-03-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1086,0.0
ORT,2025-02-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,903,0.0
TSB,2022-08-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1114,0.0
BUP,2023-01-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1121,0.0
KIR,2022-11-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1100,0.0
KIR,2025-12-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,943,1830,51.53
REH,2022-08-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1041,0.0
BUP,2024-09-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1038,0.0
REH,2025-07-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1020,0.0
MED,2025-10-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1082,0.0
BUP,2022-12-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,960,1836,52.29
ONK,2025-10-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1036,0.0
BUP,2023-05-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1038,0.0
TSB,2023-10-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1059,0.0
KIR,2022-07-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1069,0.0
TSB,2025-07-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1033,0.0
REH,2023-10-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1022,0.0
TSB,2022-01-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1089,0.0
TSB,2024-07-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1043,0.0
ORT,2024-12-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,989,1859,53.2
TSB,2024-08-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1081,0.0
REH,2023-04-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1001,0.0
REH,2022-01-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1100,0.0
ORT,2023-08-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1076,0.0
ONK,2025-12-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,1025,1884,54.41
MED,2025-12-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,1005,1871,53.71
TSB,2022-10-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1053,0.0
REH,2024-05-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1080,0.0
TSB,2024-05-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1047,0.0
TSB,2025-11-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1047,0.0
MED,2022-07-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1107,0.0
REH,2024-07-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1046,0.0
DPS,2023-09-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,989,0.0
ORT,2025-05-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1043,0.0
REH,2025-11-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1023,0.0
ORT,2023-11-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1018,0.0
ORT,2025-08-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1048,0.0
TSB,2025-01-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1038,0.0
ONK,2022-11-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1001,0.0
DPS,2022-04-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1029,0.0
REH,2024-08-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1051,0.0
ONK,2022-07-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1082,0.0
BUP,2024-10-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1041,0.0
ORT,2025-03-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1077,0.0
REH,2025-01-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1063,0.0
REH,2022-10-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1095,0.0
KIR,2025-10-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1102,0.0
TSB,2023-04-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,991,0.0
MED,2022-11-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1058,0.0
MED,2024-04-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1041,0.0
ORT,2024-02-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1059,0.0
KIR,2022-02-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,946,0.0
ONK,2023-12-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,985,1883,52.31
MED,2023-12-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,1006,1857,54.17
DPS,2025-07-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1061,0.0
ORT,2022-09-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1050,0.0
KIR,2024-01-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1039,0.0
ORT,2023-02-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,980,0.0
DPS,2023-10-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1062,0.0
BUP,2022-06-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1029,0.0
ONK,2024-04-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1022,0.0
BUP,2022-03-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1036,0.0
KIR,2024-03-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1046,0.0
ORT,2023-07-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1072,0.0
TSB,2023-03-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1080,0.0
ORT,2024-11-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,941,0.0
REH,2023-03-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1088,0.0
DPS,2022-08-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1021,0.0
KIR,2025-06-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1048,0.0
BUP,2024-06-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1019,0.0
KIR,2025-04-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,973,0.0
REH,2022-09-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1070,0.0
REH,2023-07-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1088,0.0
KIR,2023-05-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1106,0.0
KIR,2022-12-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,946,1852,51.08
TSB,2024-11-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1068,0.0
REH,2023-02-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,923,0.0
KIR,2023-06-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1072,0.0
BUP,2022-11-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1072,0.0
REH,2024-11-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1039,0.0
KIR,2024-09-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1054,0.0
TSB,2022-09-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1011,0.0
ORT,2023-03-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1089,0.0
TSB,2023-07-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1028,0.0
TSB,2024-02-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1029,0.0
BUP,2022-07-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1012,0.0
MED,2024-10-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1049,0.0
ONK,2024-10-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1080,0.0
DPS,2025-02-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,965,0.0
BUP,2025-12-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,1027,1952,52.61
TSB,2023-02-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,953,0.0
REH,2024-02-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,980,0.0
KIR,2023-01-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1033,0.0
REH,2025-02-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,867,0.0
BUP,2022-02-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,932,0.0
ONK,2025-09-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1020,0.0
ORT,2022-08-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1040,0.0
DPS,2023-07-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1042,0.0
BUP,2024-03-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1080,0.0
BUP,2024-01-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1054,0.0
KIR,2022-06-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,967,0.0
ORT,2025-07-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,997,0.0
MED,2025-09-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1036,0.0
DPS,2022-09-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1062,0.0
TSB,2025-02-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,957,0.0
BUP,2025-06-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1042,0.0
KIR,2022-03-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1065,0.0
DPS,2023-02-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,929,0.0
DPS,2024-02-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,973,0.0
ORT,2023-10-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1127,0.0
KIR,2024-06-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1062,0.0
DPS,2024-11-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1058,0.0
ONK,2025-03-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1057,0.0
MED,2025-03-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1060,0.0
ONK,2025-08-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1066,0.0
KIR,2025-02-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,937,0.0
DPS,2022-12-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,978,1876,52.13
DPS,2023-06-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1052,0.0
MED,2023-08-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1072,0.0
DPS,2024-09-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1047,0.0
TSB,2022-03-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,978,0.0
MED,2024-12-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,1028,1965,52.32
TSB,2022-06-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1003,0.0
DPS,2023-05-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1074,0.0
DPS,2025-04-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1089,0.0
ORT,2022-07-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1099,0.0
ONK,2023-08-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1120,0.0
TSB,2024-06-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1017,0.0
MED,2025-08-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1079,0.0
ORT,2022-11-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1031,0.0
ONK,2025-05-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1111,0.0
MED,2023-11-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1012,0.0
REH,2024-06-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1017,0.0
REH,2022-06-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,971,0.0
REH,2022-03-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1055,0.0
ONK,2024-12-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,1021,1938,52.68
BUP,2023-03-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1058,0.0
MED,2025-05-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1023,0.0
DPS,2023-01-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1093,0.0
ORT,2025-12-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,962,1856,51.83
ONK,2023-11-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1043,0.0
REH,2023-12-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,953,1885,50.56
REH,2024-04-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1020,0.0
BUP,2023-11-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1038,0.0
BUP,2025-03-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1067,0.0
BUP,2024-12-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,921,1839,50.08
KIR,2022-04-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,981,0.0
KIR,2023-09-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,995,0.0
MED,2023-03-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1045,0.0
TSB,2023-12-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,992,1882,52.71
BUP,2023-08-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1088,0.0
BUP,2025-05-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1094,0.0
ORT,2024-10-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1089,0.0
TSB,2024-04-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1037,0.0
DPS,2025-10-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1051,0.0
ONK,2023-03-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1149,0.0
BUP,2025-08-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1101,0.0
MED,2023-04-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,978,0.0
KIR,2022-08-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1038,0.0
ONK,2023-04-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1028,0.0
BUP,2023-07-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1087,0.0
BUP,2022-09-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1073,0.0
ONK,2024-07-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1069,0.0
KIR,2023-10-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1058,0.0
ONK,2025-01-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1133,0.0
REH,2022-11-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1015,0.0
MED,2025-01-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1129,0.0
MED,2024-08-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1048,0.0
TSB,2025-12-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,932,1860,50.11
ORT,2022-03-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1035,0.0
ONK,2024-08-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1007,0.0
BUP,2024-11-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1012,0.0
ONK,2022-01-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1064,0.0
MED,2025-11-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1027,0.0
TSB,2022-07-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1057,0.0
MED,2024-05-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1042,0.0
MED,2022-01-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1132,0.0
DPS,2024-01-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1071,0.0
DPS,2024-03-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1019,0.0
DPS,2022-02-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,963,0.0
MED,2022-10-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1047,0.0
BUP,2024-02-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,978,0.0
ORT,2022-06-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1004,0.0
ONK,2025-11-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,990,0.0
ORT,2024-06-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1039,0.0
KIR,2025-07-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1065,0.0
REH,2022-07-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1072,0.0
DPS,2025-06-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1026,0.0
TSB,2022-11-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1045,0.0
ONK,2022-10-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1050,0.0
REH,2025-12-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,962,1877,51.25
BUP,2023-02-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,979,0.0
MED,2024-07-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1110,0.0
ONK,2024-05-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1115,0.0
TSB,2023-06-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1038,0.0
TSB,2022-12-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,920,1800,51.11
REH,2024-09-01 00:00:00,Aktualitet,Registrert i årsskiftevinduet 27.-31.12,0,1003,0.0
